Company Name,Raw Card Text
Jubilant Foods Works,"Jubilant Foods Works | Follow | 3.7 | (4.5k) | Hospitality | Noida +277 other locations | Critically Rated For | Promotions, Work Satisfaction | To view salary insights | Select designation | 4.5k | Reviews | 10k | Salaries | 275 | Interviews | 271 | Jobs | 215 | Benefits | 20 | Photos"
Macleods Pharmaceuticals,"Macleods Pharmaceuticals | Follow | 3.7 | (4.5k) | Pharma | Mumbai +143 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions, Company Culture | To view salary insights | Select designation | 4.5k | Reviews | 16.1k | Salaries | 285 | Interviews | 20 | Jobs | 353 | Benefits | 4 | Photos"
State Street Corporation,"State Street Corporation | Follow | 3.5 | (4.4k) | Financial Services | Bengaluru +39 other locations | Critically Rated For | Promotions, Work Satisfaction, Job Security | To view salary insights | Select designation | 4.4k | Reviews | 35.1k | Salaries | 309 | Interviews | 12 | Jobs | 287 | Benefits | 11 | Photos"
Bajaj Auto,Bajaj Auto | Follow | 3.8 | (4.4k) | Automobile | Pune +337 other locations | Critically Rated For | Promotions | To view salary insights | Select designation | 4.4k | Reviews | 15.1k | Salaries | 342 | Interviews | 40 | Jobs | 489 | Benefits | 19 | Photos
State Street Corporation,"State Street Corporation | Follow | 3.5 | (4.4k) | Financial Services | Bengaluru +38 other locations | Critically Rated For | Promotions, Work Satisfaction, Job Security | To view salary insights | Select designation | 4.4k | Reviews | 35.2k | Salaries | 309 | Interviews | 12 | Jobs | 287 | Benefits | 11 | Photos"
LG Electronics,"LG Electronics | Follow | 3.8 | (4.4k) | Consumer Electronics & Appliances | Pune +312 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions, Work Life Balance | To view salary insights | Select designation | 4.4k | Reviews | 11.4k | Salaries | 278 | Interviews | 13 | Jobs | 410 | Benefits | 18 | Photos"
DCB Bank,DCB Bank | Follow | 3.8 | (4.3k) | Banking | Mumbai +355 other locations | Highly Rated For | Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 4.3k | Reviews | 9.9k | Salaries | 240 | Interviews | 19 | Jobs | 264 | Benefits | 24 | Photos
RBL Bank,"RBL Bank | Follow | 3.5 | (4.3k) | Banking | Mumbai +312 other locations | Critically Rated For | Promotions, Company Culture, Work Satisfaction | To view salary insights | Select designation | 4.3k | Reviews | 18.9k | Salaries | 256 | Interviews | 46 | Jobs | 227 | Benefits | 13 | Photos"
HDFC ERGO General Insurance,"HDFC ERGO General Insurance | Follow | 3.9 | (4.3k) | Insurance | Mumbai +337 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Work Life Balance, Company Culture, Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 4.3k | Reviews | 12.4k | Salaries | 220 | Interviews | 31 | Jobs | 284 | Benefits | 7 | Photos"
Royal Enfield,"Royal Enfield | Follow | 4.2 | (4.3k) | Automobile | Chennai +386 other locations | Highly Rated For | Company Culture, Work Life Balance, Work Satisfaction | Critically Rated For | Promotions | To view salary insights | Select designation | 4.3k | Reviews | 15.3k | Salaries | 215 | Interviews | 4 | Jobs | 403 | Benefits | 39 | Photos"
Cloudnine Hospital,"Cloudnine Hospital | Follow | 4.5 | (4.2k) | Healthcare | Bengaluru +48 other locations | Highly Rated For | Company Culture, Job Security, Skill Development | To view salary insights | Select designation | 4.2k | Reviews | 3.3k | Salaries | 1.7k | Interviews | 28 | Jobs | 243 | Benefits | 7 | Photos"
John Deere,"John Deere | Follow | 4.0 | (4.2k) | Industrial Machinery | Pune +163 other locations | Highly Rated For | Company Culture, Work Life Balance, Skill Development | Critically Rated For | Promotions | To view salary insights | Select designation | 4.2k | Reviews | 16.1k | Salaries | 281 | Interviews | 4 | Jobs | 448 | Benefits | 12 | Photos"
Cummins,"Cummins | Follow | 4.3 | (4.2k) | Industrial Machinery | Pune +122 other locations | Highly Rated For | Company Culture, Work Life Balance, Work Satisfaction | To view salary insights | Select designation | 4.2k | Reviews | 15.8k | Salaries | 305 | Interviews | 223 | Jobs | 473 | Benefits | 17 | Photos"
Publicis Sapient,"Publicis Sapient | Follow | 3.2 | (4.2k) | IT Services & Consulting | Bengaluru +47 other locations | Critically Rated For | Promotions, Job Security, Work Satisfaction | To view salary insights | Select designation | 4.2k | Reviews | 33.6k | Salaries | 724 | Interviews | 96 | Jobs | 422 | Benefits | 70 | Photos"
Kogta Financial India Limited,"Kogta Financial India Limited | Follow | 4.6 | (4.2k) | NBFC | Jaipur +261 other locations | Highly Rated For | Company Culture, Work Life Balance, Work Satisfaction | To view salary insights | Select designation | 4.2k | Reviews | 2.1k | Salaries | 252 | Interviews | 100 | Jobs | 40 | Benefits | 39 | Photos"
Grasim Industries,"Grasim Industries | Follow | 4.0 | (4.2k) | Building Material | Bharuch +279 other locations | Highly Rated For | Job Security, Work Life Balance, Skill Development | Critically Rated For | Promotions | To view salary insights | Select designation | 4.2k | Reviews | 13.7k | Salaries | 306 | Interviews | 2 | Jobs | 311 | Benefits | 17 | Photos"
Tata Communications,"Tata Communications | Follow | 3.8 | (4.2k) | Telecom | Pune +104 other locations | Highly Rated For | Work Life Balance | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 4.2k | Reviews | 24k | Salaries | 314 | Interviews | 257 | Jobs | 432 | Benefits | 13 | Photos"
Aditya Birla Sun Life Insurance,"Aditya Birla Sun Life Insurance | Follow | 4.0 | (4.2k) | Insurance | Mumbai +531 other locations | Highly Rated For | Work Life Balance, Company Culture, Skill Development | To view salary insights | Select designation | 4.2k | Reviews | 10.9k | Salaries | 198 | Interviews | -- | Jobs | 227 | Benefits | 23 | Photos"
Alembic Pharmaceuticals,Alembic Pharmaceuticals | Follow | 3.9 | (4.2k) | Pharma | Vadodara +193 other locations | Highly Rated For | Salary | To view salary insights | Select designation | 4.2k | Reviews | 15.8k | Salaries | 277 | Interviews | 63 | Jobs | 398 | Benefits | 9 | Photos
Blinkit,"Blinkit | Follow | 3.8 | (4.1k) | Internet | Gurugram +194 other locations | Highly Rated For | Skill Development, Salary | Critically Rated For | Promotions | To view salary insights | Select designation | 4.1k | Reviews | 15.1k | Salaries | 433 | Interviews | 2 | Jobs | 260 | Benefits | 45 | Photos"
Bank of America,"Bank of America | Follow | 4.1 | (4.1k) | Banking | Gurugram +43 other locations | Highly Rated For | Job Security, Work Life Balance, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 4.1k | Reviews | 30.9k | Salaries | 301 | Interviews | -- | Jobs | 427 | Benefits | -- | Photos"
KPIT Technologies,"KPIT Technologies | Follow | 2.8 | (4.1k) | Software Product | Pune +45 other locations | Critically Rated For | Promotions, Job Security, Company Culture | To view salary insights | Select designation | 4.1k | Reviews | 24.8k | Salaries | 363 | Interviews | 33 | Jobs | 304 | Benefits | 17 | Photos"
Pidilite Industries,"Pidilite Industries | Follow | 4.2 | (4.2k) | Chemicals | Mumbai +327 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Job Security, Work Life Balance, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 4.2k | Reviews | 12.4k | Salaries | 279 | Interviews | 6 | Jobs | 373 | Benefits | 5 | Photos"
Kyndryl,"Kyndryl | Follow | 3.9 | (4.1k) | IT Services & Consulting | Bengaluru +47 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Work Life Balance, Company Culture, Skill Development | Critically Rated For | Promotions | To view salary insights | Select designation | 4.1k | Reviews | 29.1k | Salaries | 248 | Interviews | 832 | Jobs | 194 | Benefits | 60 | Photos"
Aditya Birla Capital,Aditya Birla Capital | Follow | 3.8 | (4.1k) | NBFC | Mumbai +364 other locations | Critically Rated For | Promotions | To view salary insights | Select designation | 4.1k | Reviews | 14.7k | Salaries | 280 | Interviews | 125 | Jobs | 241 | Benefits | 32 | Photos
American Express,"American Express | Follow | 4.1 | (4.1k) | Financial Services | Gurugram +54 other locations | Highly Rated For | Company Culture, Work Life Balance, Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 4.1k | Reviews | 26.5k | Salaries | 450 | Interviews | 281 | Jobs | 470 | Benefits | 10 | Photos"
PNB MetLife,"PNB MetLife | Follow | 3.3 | (4.1k) | Insurance | New Delhi +444 other locations | Critically Rated For | Job Security, Company Culture, Work Satisfaction | To view salary insights | Select designation | 4.1k | Reviews | 8.6k | Salaries | 204 | Interviews | 1 | Jobs | 229 | Benefits | 18 | Photos"
JK Cement,"JK Cement | Follow | 4.0 | (4.1k) | Building Material | New Delhi +345 other locations | Highly Rated For | Salary, Company Culture, Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 4.1k | Reviews | 10.5k | Salaries | 368 | Interviews | 3 | Jobs | 287 | Benefits | 29 | Photos"
Subros,"Subros | Follow | 3.7 | (4.1k) | Auto Components | Noida +91 other locations | Highly Rated For | Job Security, Skill Development | Critically Rated For | Salary, Promotions | To view salary insights | Select designation | 4.1k | Reviews | 12.9k | Salaries | 240 | Interviews | 1 | Jobs | 404 | Benefits | 23 | Photos"
Escorts Kubota Limited,"Escorts Kubota Limited | Follow | 4.1 | (4.1k) | Industrial Machinery | Faridabad +166 other locations | Highly Rated For | Company Culture, Work Life Balance, Work Satisfaction | Critically Rated For | Promotions | To view salary insights | Select designation | 4.1k | Reviews | 14.2k | Salaries | 324 | Interviews | 12 | Jobs | 292 | Benefits | 27 | Photos"
Oyo Rooms,"Oyo Rooms | Follow | 3.0 | (4k) | Hospitality | Gurugram +126 other locations | Critically Rated For | Job Security, Company Culture, Work Satisfaction | To view salary insights | Select designation | 4k | Reviews | 12.9k | Salaries | 272 | Interviews | 183 | Jobs | 398 | Benefits | 14 | Photos"
ADP Private Limited,"ADP Private Limited | Follow | 3.8 | (4k) | Software Product | Hyderabad +43 other locations | Highly Rated For | Job Security, Work Life Balance, Company Culture | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 4k | Reviews | 22.4k | Salaries | 309 | Interviews | 14 | Jobs | 479 | Benefits | 16 | Photos"
Viatris,"Viatris | Follow | 4.1 | (4k) | Pharma | Hyderabad +83 other locations | Highly Rated For | Salary, Work Life Balance, Job Security | To view salary insights | Select designation | 4k | Reviews | 14.6k | Salaries | 174 | Interviews | 12 | Jobs | 515 | Benefits | 13 | Photos"
PhonePe,"PhonePe | Follow | 3.9 | (4.1k) | FinTech | Bengaluru +427 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Salary, Company Culture, Work Life Balance | To view salary insights | Select designation | 4.1k | Reviews | 14.8k | Salaries | 464 | Interviews | 33 | Jobs | 222 | Benefits | 12 | Photos"
Maersk,"Maersk | Follow | 3.9 | (4k) | Logistics | Chennai +52 other locations | Highly Rated For | Work Life Balance, Company Culture | Critically Rated For | Promotions, Job Security | To view salary insights | Select designation | 4k | Reviews | 20.3k | Salaries | 257 | Interviews | 285 | Jobs | 448 | Benefits | 26 | Photos"
Synechron,"Synechron | Follow | 3.4 | (4k) | IT Services & Consulting | Pune +33 other locations | Critically Rated For | Job Security, Promotions, Work Satisfaction | To view salary insights | Select designation | 4k | Reviews | 29.5k | Salaries | 423 | Interviews | 147 | Jobs | 269 | Benefits | 10 | Photos"
XpressBees,"XpressBees | Follow | 4.1 | (4k) | Logistics | Pune +486 other locations | Highly Rated For | Work Life Balance, Work Satisfaction, Skill Development | To view salary insights | Select designation | 4k | Reviews | 8.4k | Salaries | 453 | Interviews | 5 | Jobs | 165 | Benefits | 28 | Photos"
Birlasoft,"Birlasoft | Follow | 3.4 | (4k) | IT Services & Consulting | Pune +52 other locations | Critically Rated For | Promotions, Salary, Company Culture | To view salary insights | Select designation | 4k | Reviews | 29.5k | Salaries | 325 | Interviews | 489 | Jobs | 264 | Benefits | 8 | Photos"
Altruist Technologies,"Altruist Technologies | Follow | 4.3 | (4k) | BPO | Bengaluru +44 other locations | Highly Rated For | Work Life Balance, Job Security, Skill Development | To view salary insights | Select designation | 4k | Reviews | 8.5k | Salaries | 728 | Interviews | 3 | Jobs | 86 | Benefits | 6 | Photos"
Glenmark Pharmaceuticals,Glenmark Pharmaceuticals | Follow | 3.8 | (4k) | Pharma | Mumbai +199 other locations | Critically Rated For | Promotions | To view salary insights | Select designation | 4k | Reviews | 12.5k | Salaries | 209 | Interviews | 155 | Jobs | 347 | Benefits | 3 | Photos
PVR INOX,PVR INOX | Follow | 3.8 | (4k) | Media & Entertainment | New Delhi +155 other locations | Critically Rated For | Promotions | To view salary insights | Select designation | 4k | Reviews | 9.7k | Salaries | 228 | Interviews | 17 | Jobs | 254 | Benefits | 5 | Photos
Kotak Mahindra Life Insurance Company,"Kotak Mahindra Life Insurance Company | Follow | 3.4 | (3.9k) | Insurance | Mumbai +268 other locations | Critically Rated For | Promotions, Work Satisfaction, Company Culture | To view salary insights | Select designation | 3.9k | Reviews | 12.9k | Salaries | 273 | Interviews | 280 | Jobs | 276 | Benefits | 6 | Photos"
Bharat Electronics,"Bharat Electronics | Follow | 4.2 | (3.9k) | Electronics Manufacturing | Bengaluru +92 other locations | Highly Rated For | Work Life Balance, Company Culture, Work Satisfaction | Critically Rated For | Promotions | To view salary insights | Select designation | 3.9k | Reviews | 13k | Salaries | 265 | Interviews | -- | Jobs | 322 | Benefits | 1 | Photos"
Sodexo,"Sodexo | Follow | 4.0 | (3.9k) | Hospitality | Mumbai +165 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Work Life Balance, Company Culture, Work Satisfaction | Critically Rated For | Promotions | To view salary insights | Select designation | 3.9k | Reviews | 10.4k | Salaries | 222 | Interviews | 1.7k | Jobs | 376 | Benefits | 28 | Photos"
UNO Minda,"UNO Minda | Follow | 3.9 | (3.9k) | Auto Components | Pune +117 other locations | Highly Rated For | Job Security, Company Culture, Skill Development | Critically Rated For | Promotions | To view salary insights | Select designation | 3.9k | Reviews | 12.1k | Salaries | 292 | Interviews | 125 | Jobs | 323 | Benefits | 7 | Photos"
ArcelorMittal Nippon Steel India,"ArcelorMittal Nippon Steel India | Follow | 4.1 | (3.9k) | Manufacturing | Surat +95 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Work Life Balance, Job Security, Company Culture | To view salary insights | Select designation | 3.9k | Reviews | 13.5k | Salaries | 292 | Interviews | 292 | Jobs | 142 | Benefits | 6 | Photos"
Cogent E Services,"Cogent E Services | Follow | 3.1 | (3.9k) | BPO | Noida +62 other locations | Critically Rated For | Salary, Company Culture, Work Satisfaction | To view salary insights | Select designation | 3.9k | Reviews | 10.5k | Salaries | 304 | Interviews | 2 | Jobs | 226 | Benefits | 15 | Photos"
Dabur,Dabur | Follow | 3.8 | (3.9k) | FMCG | New Delhi +327 other locations | Highly Rated For | Salary | Critically Rated For | Promotions | To view salary insights | Select designation | 3.9k | Reviews | 9.3k | Salaries | 358 | Interviews | 35 | Jobs | 288 | Benefits | 5 | Photos
Reliance Communications,"Reliance Communications | Follow | 4.0 | (3.9k) | Telecom | Mumbai +478 other locations | Highly Rated For | Skill Development, Company Culture, Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 3.9k | Reviews | 9.5k | Salaries | 111 | Interviews | -- | Jobs | 359 | Benefits | 1 | Photos"
Godrej & Boyce Manufacturing,Godrej & Boyce Manufacturing | Follow | 3.8 | (3.8k) | Consumer Electronics & Appliances | Mumbai +180 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 3.8k | Reviews | 15.3k | Salaries | 251 | Interviews | 24 | Jobs | 413 | Benefits | 4 | Photos
Aarti Industries,"Aarti Industries | Follow | 4.1 | (3.8k) | Agro Chemicals | Bharuch +61 other locations | Highly Rated For | Work Life Balance, Job Security, Company Culture | To view salary insights | Select designation | 3.8k | Reviews | 14.6k | Salaries | 346 | Interviews | 65 | Jobs | 371 | Benefits | 6 | Photos"
Abbott,"Abbott | Follow | 4.1 | (3.8k) | Pharma | Mumbai +218 other locations | Highly Rated For | Company Culture, Work Life Balance, Skill Development | Critically Rated For | Promotions | To view salary insights | Select designation | 3.8k | Reviews | 12.3k | Salaries | 196 | Interviews | 194 | Jobs | 376 | Benefits | 8 | Photos"
Ipca Laboratories,"Ipca Laboratories | Follow | 3.8 | (3.8k) | Pharma | Mumbai +167 other locations | Highly Rated For | Job Security, Work Life Balance | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 3.8k | Reviews | 11.8k | Salaries | 231 | Interviews | 41 | Jobs | 257 | Benefits | 4 | Photos"
MRF Tyres,"MRF Tyres | Follow | 3.6 | (3.8k) | Auto Components | Chennai +198 other locations | Critically Rated For | Company Culture, Work Satisfaction, Work Life Balance | To view salary insights | Select designation | 3.8k | Reviews | 13.2k | Salaries | 402 | Interviews | 16 | Jobs | 360 | Benefits | 9 | Photos"
Samvardhana Motherson Group,"Samvardhana Motherson Group | Follow | 3.7 | (3.7k) | Auto Components | Noida +98 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions, Company Culture, Work Satisfaction | To view salary insights | Select designation | 3.7k | Reviews | 12k | Salaries | 267 | Interviews | 27 | Jobs | 420 | Benefits | 11 | Photos"
Reliance Digital,"Reliance Digital | Follow | 4.1 | (3.7k) | Retail | Mumbai +392 other locations | Highly Rated For | Skill Development, Job Security, Company Culture | To view salary insights | Select designation | 3.7k | Reviews | 8.4k | Salaries | 192 | Interviews | -- | Jobs | 262 | Benefits | 28 | Photos"
IGT Solutions,"IGT Solutions | Follow | 3.1 | (3.7k) | BPO | New Delhi +48 other locations | Critically Rated For | Promotions, Salary, Work Satisfaction | To view salary insights | Select designation | 3.7k | Reviews | 13.9k | Salaries | 264 | Interviews | 174 | Jobs | 232 | Benefits | 14 | Photos"
Indian Oil Corporation,"Indian Oil Corporation | Follow | 4.3 | (3.7k) | Oil & Gas | New Delhi +322 other locations | Highly Rated For | Company Culture, Work Life Balance, Work Satisfaction | To view salary insights | Select designation | 3.7k | Reviews | 8k | Salaries | 253 | Interviews | -- | Jobs | 310 | Benefits | 37 | Photos"
Tata Electronics,"Tata Electronics | Follow | 3.8 | (3.7k) | Semiconductors | Hosur +69 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 3.7k | Reviews | 14.6k | Salaries | 319 | Interviews | 45 | Jobs | 146 | Benefits | 7 | Photos"
Reliance Projects & Property Management Services,"Reliance Projects & Property Management Services | Follow | 4.0 | (3.7k) | Other | Kolkata +640 other locations | Highly Rated For | Job Security, Skill Development, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 3.7k | Reviews | 7.7k | Salaries | 221 | Interviews | -- | Jobs | 38 | Benefits | 8 | Photos"
Alkem Laboratories,"Alkem Laboratories | Follow | 3.9 | (3.7k) | Pharma | Mumbai +206 other locations | Highly Rated For | Work Life Balance, Salary | To view salary insights | Select designation | 3.7k | Reviews | 10.3k | Salaries | 210 | Interviews | 60 | Jobs | 330 | Benefits | 2 | Photos"
TVS Credit Services Ltd,"TVS Credit Services Ltd | Follow | 4.1 | (3.7k) | NBFC | Chennai +464 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Salary, Company Culture, Work Life Balance | To view salary insights | Select designation | 3.7k | Reviews | 7.8k | Salaries | 179 | Interviews | 48 | Jobs | 204 | Benefits | 13 | Photos"
Vishal Mega Mart,Vishal Mega Mart | Follow | 3.7 | (3.7k) | Retail | New Delhi +398 other locations | Highly Rated For | Salary | To view salary insights | Select designation | 3.7k | Reviews | 6.4k | Salaries | 230 | Interviews | 2 | Jobs | 281 | Benefits | 13 | Photos
"NTT DATA, Inc.","NTT DATA, Inc. | Follow | 3.9 | (3.7k) | IT Services & Consulting | Bengaluru +41 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Work Life Balance, Job Security, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 3.7k | Reviews | 21k | Salaries | 163 | Interviews | 135 | Jobs | 269 | Benefits | 7 | Photos"
Sagility,"Sagility | Follow | 3.9 | (3.7k) | BPO | Bengaluru +31 other locations | Highly Rated For | Job Security, Company Culture, Work Life Balance | Critically Rated For | Salary, Promotions | To view salary insights | Select designation | 3.7k | Reviews | 14.4k | Salaries | 317 | Interviews | 67 | Jobs | 144 | Benefits | 85 | Photos"
Honda Motorcycle & Scooter,"Honda Motorcycle & Scooter | Follow | 4.1 | (3.7k) | Automobile | Gurugram +311 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Job Security, Work Life Balance, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 3.7k | Reviews | 11.4k | Salaries | 220 | Interviews | 13 | Jobs | 352 | Benefits | 9 | Photos"
Johnson Controls,"Johnson Controls | Follow | 3.6 | (3.7k) | Industrial Automation | Pune +61 other locations | Critically Rated For | Promotions, Work Satisfaction, Job Security | To view salary insights | Select designation | 3.7k | Reviews | 18.1k | Salaries | 315 | Interviews | -- | Jobs | 279 | Benefits | 28 | Photos"
Barclays,"Barclays | Follow | 3.7 | (3.6k) | Banking | Pune +39 other locations | Critically Rated For | Promotions, Work Satisfaction, Skill Development | To view salary insights | Select designation | 3.6k | Reviews | 35.3k | Salaries | 336 | Interviews | -- | Jobs | 280 | Benefits | 28 | Photos"
ABB,"ABB | Follow | 4.0 | (3.6k) | Industrial Machinery | Bengaluru +113 other locations | Highly Rated For | Job Security, Company Culture, Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 3.6k | Reviews | 19.4k | Salaries | 336 | Interviews | 473 | Jobs | 398 | Benefits | 6 | Photos"
[24]7.ai,"[24]7.ai | Follow | 3.4 | (3.6k) | Hospitality | Bengaluru +37 other locations | Critically Rated For | Promotions, Salary, Work Satisfaction | To view salary insights | Select designation | 3.6k | Reviews | 11.7k | Salaries | 207 | Interviews | 59 | Jobs | 425 | Benefits | 10 | Photos"
DTDC Express,"DTDC Express | Follow | 3.7 | (3.6k) | Logistics | New Delhi +283 other locations | Critically Rated For | Promotions, Company Culture, Work Satisfaction | To view salary insights | Select designation | 3.6k | Reviews | 9k | Salaries | 213 | Interviews | 28 | Jobs | 271 | Benefits | 3 | Photos"
Hindustan Coca Cola Beverages,"Hindustan Coca Cola Beverages | Follow | 4.0 | (3.6k) | Beverage | Bengaluru +272 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Salary, Skill Development, Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 3.6k | Reviews | 8.1k | Salaries | 199 | Interviews | 89 | Jobs | 389 | Benefits | 4 | Photos"
RSPL Group,"RSPL Group | Follow | 4.0 | (3.6k) | FMCG | Kanpur +267 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Job Security, Work Life Balance, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 3.6k | Reviews | 10.1k | Salaries | 282 | Interviews | 105 | Jobs | 313 | Benefits | 8 | Photos"
Bajaj General Insurance Limited,"Bajaj General Insurance Limited | Follow | 3.6 | (3.6k) | Insurance | Pune +311 other locations | Critically Rated For | Promotions, Work Life Balance, Work Satisfaction | To view salary insights | Select designation | 3.6k | Reviews | 11.1k | Salaries | 149 | Interviews | 17 | Jobs | 253 | Benefits | 9 | Photos"
AGS Health,"AGS Health | Follow | 3.9 | (3.6k) | Analytics & KPO | Chennai +66 other locations | Highly Rated For | Company Culture, Job Security, Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 3.6k | Reviews | 15.6k | Salaries | 227 | Interviews | 71 | Jobs | 304 | Benefits | -- | Photos"
UBS,"UBS | Follow | 3.7 | (3.6k) | Financial Services | Pune +23 other locations | Highly Rated For | Work Life Balance | Critically Rated For | Promotions, Job Security, Work Satisfaction | To view salary insights | Select designation | 3.6k | Reviews | 32.4k | Salaries | 383 | Interviews | -- | Jobs | 135 | Benefits | 11 | Photos"
IndusInd Nippon Life Insurance,"IndusInd Nippon Life Insurance | Follow | 3.3 | (3.6k) | Mumbai +504 other locations | Critically Rated For | Job Security, Work Satisfaction, Company Culture | To view salary insights | Select designation | 3.6k | Reviews | 8.1k | Salaries | 175 | Interviews | 14 | Jobs | 223 | Benefits | 14 | Photos"
Ceat Tyres,"Ceat Tyres | Follow | 3.9 | (3.6k) | Auto Components | Nagpur +147 other locations | Highly Rated For | Job Security, Company Culture, Skill Development | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 3.6k | Reviews | 13.2k | Salaries | 218 | Interviews | 47 | Jobs | 357 | Benefits | 8 | Photos"
NatWest Group,"NatWest Group | Follow | 3.9 | (3.5k) | Banking | Gurugram +33 other locations | Highly Rated For | Work Life Balance, Job Security, Company Culture | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 3.5k | Reviews | 22.3k | Salaries | 248 | Interviews | 6 | Jobs | 385 | Benefits | 11 | Photos"
Croma,Croma | Follow | 3.8 | (3.5k) | Retail | Mumbai +201 other locations | Highly Rated For | Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 3.5k | Reviews | 10.1k | Salaries | 202 | Interviews | 49 | Jobs | 211 | Benefits | 11 | Photos
Alstom Transportation,"Alstom Transportation | Follow | 3.7 | (3.5k) | Engineering & Construction | Bengaluru +87 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions, Company Culture, Work Satisfaction | To view salary insights | Select designation | 3.5k | Reviews | 16.2k | Salaries | 297 | Interviews | 175 | Jobs | 199 | Benefits | 8 | Photos"
Ford Motor,"Ford Motor | Follow | 4.2 | (3.5k) | Automobile | Chennai +135 other locations | Highly Rated For | Company Culture, Work Life Balance, Salary | Critically Rated For | Promotions | To view salary insights | Select designation | 3.5k | Reviews | 15.7k | Salaries | 183 | Interviews | 3 | Jobs | 409 | Benefits | 12 | Photos"
Niva Bupa Health Insurance Company,"Niva Bupa Health Insurance Company | Follow | 3.9 | (3.5k) | Insurance | New Delhi +334 other locations | Highly Rated For | Work Life Balance, Job Security, Salary | To view salary insights | Select designation | 3.5k | Reviews | 9.1k | Salaries | 392 | Interviews | 238 | Jobs | 143 | Benefits | 13 | Photos"
InterGlobe Aviation,"InterGlobe Aviation | Follow | 3.4 | (3.5k) | Aviation | New Delhi +105 other locations | Critically Rated For | Promotions, Salary, Work Life Balance | To view salary insights | Select designation | 3.5k | Reviews | 14.2k | Salaries | 390 | Interviews | 29 | Jobs | 328 | Benefits | 5 | Photos"
HARMAN,"HARMAN | Follow | 3.8 | (3.5k) | Consumer Electronics & Appliances | Bengaluru +43 other locations | Highly Rated For | Work Life Balance, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 3.5k | Reviews | 24.2k | Salaries | 304 | Interviews | 122 | Jobs | 114 | Benefits | 3 | Photos"
Jindal Stainless,"Jindal Stainless | Follow | 4.1 | (3.5k) | Iron & Steel | Jajpur +81 other locations | Highly Rated For | Job Security, Work Life Balance, Skill Development | To view salary insights | Select designation | 3.5k | Reviews | 12.3k | Salaries | 348 | Interviews | 140 | Jobs | 220 | Benefits | 13 | Photos"
Conduent,"Conduent | Follow | 3.4 | (3.5k) | BPO | Bengaluru +38 other locations | Critically Rated For | Promotions, Salary, Skill Development | To view salary insights | Select designation | 3.5k | Reviews | 17.4k | Salaries | 251 | Interviews | 207 | Jobs | 383 | Benefits | 10 | Photos"
Tata Technologies,"Tata Technologies | Follow | 3.4 | (3.5k) | Automobile | Pune +65 other locations | Critically Rated For | Promotions, Salary, Work Satisfaction | To view salary insights | Select designation | 3.5k | Reviews | 23.9k | Salaries | 323 | Interviews | 331 | Jobs | 328 | Benefits | 14 | Photos"
Tata AutoComp Systems,"Tata AutoComp Systems | Follow | 3.6 | (3.4k) | Auto Components | Pune +88 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions, Salary, Company Culture | To view salary insights | Select designation | 3.4k | Reviews | 12.1k | Salaries | 231 | Interviews | 99 | Jobs | 197 | Benefits | 5 | Photos"
