Company Name,Raw Card Text
Domino's Pizza,"Domino's Pizza | Follow | 3.9 | (2.7k) | Hospitality | New Delhi +270 other locations | Highly Rated For | Skill Development, Salary, Company Culture | To view salary insights | Select designation | 2.7k | Reviews | 4.4k | Salaries | 147 | Interviews | 1 | Jobs | 399 | Benefits | 16 | Photos"
BT Group,"BT Group | Follow | 3.8 | (2.7k) | Telecom | Gurugram +29 other locations | Highly Rated For | Work Life Balance, Company Culture | Critically Rated For | Promotions, Skill Development, Salary | To view salary insights | Select designation | 2.7k | Reviews | 12.3k | Salaries | 239 | Interviews | 21 | Jobs | 294 | Benefits | 24 | Photos"
Fortis Healthcare,"Fortis Healthcare | Follow | 4.1 | (2.7k) | Healthcare | New Delhi +71 other locations | Highly Rated For | Job Security, Skill Development, Company Culture | To view salary insights | Select designation | 2.7k | Reviews | 7.9k | Salaries | 202 | Interviews | 1.7k | Jobs | 154 | Benefits | 3 | Photos"
Whitehat jr,"Whitehat jr | Follow | 3.3 | (2.7k) | EdTech | Mumbai +49 other locations | Critically Rated For | Job Security, Promotions, Company Culture | To view salary insights | Select designation | 2.7k | Reviews | 8.4k | Salaries | 266 | Interviews | -- | Jobs | 926 | Benefits | 3 | Photos"
JCB,JCB | Follow | 3.8 | (2.7k) | Industrial Machinery | Pune +112 other locations | Highly Rated For | Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 2.7k | Reviews | 10.2k | Salaries | 185 | Interviews | -- | Jobs | 252 | Benefits | 8 | Photos
CorroHealth Infotech,"CorroHealth Infotech | Follow | 3.6 | (2.7k) | Analytics & KPO | Hyderabad +41 other locations | Highly Rated For | Salary | Critically Rated For | Work Life Balance, Job Security, Promotions | To view salary insights | Select designation | 2.7k | Reviews | 8.4k | Salaries | 293 | Interviews | 186 | Jobs | 40 | Benefits | 19 | Photos"
V-Mart,"V-Mart | Follow | 4.0 | (2.7k) | Retail | Gurugram +293 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Skill Development, Job Security, Company Culture | To view salary insights | Select designation | 2.7k | Reviews | 4.7k | Salaries | 206 | Interviews | 14 | Jobs | 229 | Benefits | 18 | Photos"
TaskUs,"TaskUs | Follow | 2.9 | (2.6k) | BPO | Indore +42 other locations | Critically Rated For | Job Security, Promotions, Skill Development | To view salary insights | Select designation | 2.6k | Reviews | 10.6k | Salaries | 244 | Interviews | 130 | Jobs | 149 | Benefits | 16 | Photos"
Alldigi Tech,"Alldigi Tech | Follow | 3.8 | (2.6k) | BPO | Chennai +38 other locations | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 2.6k | Reviews | 7.7k | Salaries | 244 | Interviews | 2 | Jobs | 117 | Benefits | 33 | Photos"
Adani Group,Adani Group | Follow | 3.8 | (2.7k) | Power | Ahmedabad +205 other locations | Highly Rated For | Salary | Critically Rated For | Promotions | To view salary insights | Select designation | 2.7k | Reviews | 12.4k | Salaries | 328 | Interviews | 823 | Jobs | 131 | Benefits | 9 | Photos
ICICI Securities,"ICICI Securities | Follow | 3.9 | (2.6k) | Financial Services | Mumbai +160 other locations | Highly Rated For | Work Life Balance, Job Security, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 2.6k | Reviews | 9.9k | Salaries | 202 | Interviews | 62 | Jobs | 203 | Benefits | 4 | Photos"
Northern Trust Operating Services,"Northern Trust Operating Services | Follow | 3.6 | (2.6k) | Financial Services | Bengaluru +31 other locations | Critically Rated For | Promotions, Work Satisfaction, Salary | To view salary insights | Select designation | 2.6k | Reviews | 18k | Salaries | 249 | Interviews | 96 | Jobs | 235 | Benefits | 13 | Photos"
Sahrudaya Healthcare (Medicover Hospitals),"Sahrudaya Healthcare (Medicover Hospitals) | Follow | 4.3 | (2.6k) | Healthcare | Hyderabad +47 other locations | Highly Rated For | Company Culture, Work Life Balance, Work Satisfaction | To view salary insights | Select designation | 2.6k | Reviews | 3.8k | Salaries | 148 | Interviews | 27 | Jobs | 1 | Benefits | 4 | Photos"
Sterlite Technologies,"Sterlite Technologies | Follow | 3.8 | (2.6k) | Hardware & Networking | Chhatrapati Sambhajinagar +105 other locations | Critically Rated For | Promotions, Job Security | To view salary insights | Select designation | 2.6k | Reviews | 9.9k | Salaries | 192 | Interviews | 116 | Jobs | 216 | Benefits | 10 | Photos"
Tractors and Farm Equipment,"Tractors and Farm Equipment | Follow | 4.0 | (2.6k) | Industrial Machinery | Chennai +193 other locations | Highly Rated For | Work Life Balance, Skill Development | Critically Rated For | Promotions | To view salary insights | Select designation | 2.6k | Reviews | 8.5k | Salaries | 142 | Interviews | 29 | Jobs | 290 | Benefits | 9 | Photos"
Bajaj Electricals,Bajaj Electricals | Follow | 3.9 | (2.6k) | Consumer Electronics & Appliances | Mumbai +240 other locations | Highly Rated For | Salary | Critically Rated For | Promotions | To view salary insights | Select designation | 2.6k | Reviews | 7.1k | Salaries | 165 | Interviews | 74 | Jobs | 296 | Benefits | 6 | Photos
Cadila Pharmaceuticals,"Cadila Pharmaceuticals | Follow | 3.0 | (2.6k) | Pharma | Ahmedabad +146 other locations | Critically Rated For | Job Security, Promotions, Company Culture | To view salary insights | Select designation | 2.6k | Reviews | 8.4k | Salaries | 183 | Interviews | 58 | Jobs | 190 | Benefits | 13 | Photos"
Biocon Limited,"Biocon Limited | Follow | 4.0 | (2.6k) | Biotechnology | Bengaluru +67 other locations | Highly Rated For | Work Life Balance, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 2.6k | Reviews | 11.6k | Salaries | 193 | Interviews | 25 | Jobs | 24 | Benefits | 1 | Photos"
Parle Agro,"Parle Agro | Follow | 3.9 | (2.6k) | Beverage | Mumbai +266 other locations | Highly Rated For | Work Life Balance, Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 2.6k | Reviews | 7.2k | Salaries | 159 | Interviews | 10 | Jobs | 231 | Benefits | 9 | Photos"
Hero FinCorp,"Hero FinCorp | Follow | 3.9 | (2.6k) | NBFC | New Delhi +408 other locations | Highly Rated For | Work Life Balance, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 2.6k | Reviews | 6k | Salaries | 125 | Interviews | 40 | Jobs | 133 | Benefits | 3 | Photos"
Emcure Pharmaceuticals,"Emcure Pharmaceuticals | Follow | 3.6 | (2.6k) | Pharma | Pune +124 other locations | Critically Rated For | Promotions, Job Security, Company Culture | To view salary insights | Select designation | 2.6k | Reviews | 8.9k | Salaries | 141 | Interviews | 100 | Jobs | 257 | Benefits | 13 | Photos"
Team Computers,"Team Computers | Follow | 3.8 | (2.6k) | IT Services & Consulting | New Delhi +116 other locations | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 2.6k | Reviews | 8.9k | Salaries | 230 | Interviews | 222 | Jobs | 170 | Benefits | 6 | Photos"
Intellect Design Arena,"Intellect Design Arena | Follow | 3.4 | (2.6k) | Software Product | Chennai +42 other locations | Critically Rated For | Promotions, Company Culture, Work Life Balance | To view salary insights | Select designation | 2.6k | Reviews | 14.3k | Salaries | 185 | Interviews | 19 | Jobs | 121 | Benefits | 8 | Photos"
Syngene International,"Syngene International | Follow | 3.7 | (2.5k) | Clinical Research | Bengaluru +24 other locations | Critically Rated For | Promotions, Salary, Work Satisfaction | To view salary insights | Select designation | 2.5k | Reviews | 12.9k | Salaries | 196 | Interviews | 6 | Jobs | 227 | Benefits | 16 | Photos"
Planet Spark,Planet Spark | Follow | 3.7 | (2.5k) | EdTech | Gurugram +58 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Skill Development | To view salary insights | Select designation | 2.5k | Reviews | 3.9k | Salaries | 611 | Interviews | 60 | Jobs | 213 | Benefits | 2 | Photos
Newgen Software Technologies,"Newgen Software Technologies | Follow | 4.1 | (2.6k) | IT Services & Consulting | Noida +32 other locations | Highly Rated For | Job Security, Company Culture, Work Life Balance | To view salary insights | Select designation | 2.6k | Reviews | 11.8k | Salaries | 213 | Interviews | 30 | Jobs | 155 | Benefits | 13 | Photos"
Mahindra Holidays & Resorts,"Mahindra Holidays & Resorts | Follow | 3.5 | (2.5k) | Hospitality | Mumbai +117 other locations | Critically Rated For | Promotions, Work Life Balance, Work Satisfaction | To view salary insights | Select designation | 2.5k | Reviews | 6.2k | Salaries | 138 | Interviews | 61 | Jobs | 205 | Benefits | 17 | Photos"
RMSI,"RMSI | Follow | 3.5 | (2.5k) | IT Services & Consulting | Hyderabad +27 other locations | Critically Rated For | Promotions, Salary, Skill Development | To view salary insights | Select designation | 2.5k | Reviews | 9.2k | Salaries | 203 | Interviews | 9 | Jobs | 199 | Benefits | 4 | Photos"
Datamatics Global Services,"Datamatics Global Services | Follow | 3.3 | (2.5k) | IT Services & Consulting | Mumbai +39 other locations | Critically Rated For | Promotions, Salary, Company Culture | To view salary insights | Select designation | 2.5k | Reviews | 11.7k | Salaries | 184 | Interviews | 89 | Jobs | 179 | Benefits | 5 | Photos"
Mahindra Rural Housing Finance,"Mahindra Rural Housing Finance | Follow | 4.0 | (2.5k) | NBFC | Mumbai +485 other locations | Highly Rated For | Work Life Balance, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 2.5k | Reviews | 4.9k | Salaries | 110 | Interviews | 9 | Jobs | 180 | Benefits | 6 | Photos"
McDonald's,"McDonald's | Follow | 3.8 | (2.5k) | Hospitality | New Delhi +162 other locations | Highly Rated For | Skill Development | Critically Rated For | Salary, Promotions | To view salary insights | Select designation | 2.5k | Reviews | 5.1k | Salaries | 167 | Interviews | 1 | Jobs | 407 | Benefits | 7 | Photos"
Bureau Veritas,"Bureau Veritas | Follow | 3.8 | (2.5k) | Other | Mumbai +161 other locations | Highly Rated For | Work Life Balance | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 2.5k | Reviews | 8.7k | Salaries | 154 | Interviews | 32 | Jobs | 198 | Benefits | 12 | Photos"
Cholamandalam MS General Insurance,"Cholamandalam MS General Insurance | Follow | 3.6 | (2.5k) | Insurance | Chennai +411 other locations | Critically Rated For | Promotions, Skill Development, Work Satisfaction | To view salary insights | Select designation | 2.5k | Reviews | 6k | Salaries | 121 | Interviews | -- | Jobs | 176 | Benefits | 4 | Photos"
TCE,"TCE | Follow | 3.9 | (2.5k) | Engineering & Construction | Mumbai +135 other locations | Highly Rated For | Work Life Balance, Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 2.5k | Reviews | 10.5k | Salaries | 313 | Interviews | 43 | Jobs | 195 | Benefits | 9 | Photos"
3i Infotech,"3i Infotech | Follow | 3.4 | (2.5k) | IT Services & Consulting | Mumbai +135 other locations | Critically Rated For | Promotions, Salary, Company Culture | To view salary insights | Select designation | 2.5k | Reviews | 10.6k | Salaries | 173 | Interviews | 85 | Jobs | 155 | Benefits | 3 | Photos"
Paras Hospital,"Paras Hospital | Follow | 4.1 | (2.5k) | Healthcare | Patna +62 other locations | Highly Rated For | Work Life Balance, Skill Development, Company Culture | To view salary insights | Select designation | 2.5k | Reviews | 3.3k | Salaries | 112 | Interviews | 91 | Jobs | 129 | Benefits | 44 | Photos"
Lodha,"Lodha | Follow | 4.2 | (2.5k) | Real Estate | Mumbai +31 other locations | Highly Rated For | Work Life Balance, Company Culture, Job Security | To view salary insights | Select designation | 2.5k | Reviews | 9.3k | Salaries | 190 | Interviews | 195 | Jobs | 190 | Benefits | 9 | Photos"
Aavas Financiers,Aavas Financiers | Follow | 3.9 | (2.5k) | NBFC | Jaipur +307 other locations | Highly Rated For | Skill Development | Critically Rated For | Promotions | To view salary insights | Select designation | 2.5k | Reviews | 5.7k | Salaries | 130 | Interviews | 79 | Jobs | 144 | Benefits | 10 | Photos
Patanjali Ayurved,"Patanjali Ayurved | Follow | 3.9 | (2.5k) | FMCG | Haridwar +308 other locations | Highly Rated For | Work Life Balance, Salary | Critically Rated For | Promotions | To view salary insights | Select designation | 2.5k | Reviews | 5.9k | Salaries | 144 | Interviews | -- | Jobs | 241 | Benefits | 3 | Photos"
Info Edge,"Info Edge | Follow | 3.8 | (2.5k) | Internet | Noida +70 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions, Work Satisfaction, Skill Development | To view salary insights | Select designation | 2.5k | Reviews | 11.6k | Salaries | 392 | Interviews | 420 | Jobs | 308 | Benefits | 28 | Photos"
Delhi Public School,"Delhi Public School | Follow | 3.7 | (2.5k) | Education & Training | New Delhi +283 other locations | Critically Rated For | Promotions, Company Culture, Work Satisfaction | To view salary insights | Select designation | 2.5k | Reviews | 5.3k | Salaries | 167 | Interviews | 208 | Jobs | 268 | Benefits | 13 | Photos"
SBI Securities,"SBI Securities | Follow | 3.6 | (2.5k) | Financial Services | Mumbai +335 other locations | Critically Rated For | Promotions, Work Satisfaction, Company Culture | To view salary insights | Select designation | 2.5k | Reviews | 7.2k | Salaries | 200 | Interviews | 87 | Jobs | 113 | Benefits | 21 | Photos"
Taj Hotels Resorts and Palaces,"Taj Hotels Resorts and Palaces | Follow | 4.2 | (2.5k) | Hospitality | Mumbai +116 other locations | Highly Rated For | Job Security, Company Culture, Skill Development | To view salary insights | Select designation | 2.5k | Reviews | 5k | Salaries | 166 | Interviews | -- | Jobs | 185 | Benefits | 5 | Photos"
Straive,"Straive | Follow | 3.3 | (2.5k) | IT Services & Consulting | Chennai +33 other locations | Critically Rated For | Promotions, Salary, Skill Development | To view salary insights | Select designation | 2.5k | Reviews | 11k | Salaries | 237 | Interviews | 33 | Jobs | 133 | Benefits | 15 | Photos"
Daikin Airconditioning India Pvt. Ltd.,"Daikin Airconditioning India Pvt. Ltd. | Follow | 4.2 | (2.4k) | Consumer Electronics & Appliances | Neemrana +114 other locations | Highly Rated For | Job Security, Work Life Balance, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 2.4k | Reviews | 8.2k | Salaries | 228 | Interviews | 18 | Jobs | 171 | Benefits | 2 | Photos"
Apollo Pharmacy,"Apollo Pharmacy | Follow | 3.7 | (2.5k) | Pharma | Hyderabad +296 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions, Salary, Work Satisfaction | To view salary insights | Select designation | 2.5k | Reviews | 7.8k | Salaries | 212 | Interviews | 1.1k | Jobs | 141 | Benefits | 6 | Photos"
Endurance Technologies Limited,"Endurance Technologies Limited | Follow | 3.9 | (2.4k) | Auto Components | Chhatrapati Sambhajinagar +55 other locations | Highly Rated For | Job Security, Skill Development | Critically Rated For | Promotions | To view salary insights | Select designation | 2.4k | Reviews | 8.2k | Salaries | 152 | Interviews | 15 | Jobs | 257 | Benefits | 1 | Photos"
Sopra Steria,"Sopra Steria | Follow | 3.9 | (2.4k) | IT Services & Consulting | Noida +20 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Work Life Balance, Company Culture, Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 2.4k | Reviews | 14.4k | Salaries | 193 | Interviews | 132 | Jobs | 247 | Benefits | 13 | Photos"
Star Union Dai-ichi Life Insurance,Star Union Dai-ichi Life Insurance | Follow | 3.8 | (2.4k) | Insurance | Mumbai +346 other locations | Critically Rated For | Promotions | To view salary insights | Select designation | 2.4k | Reviews | 5.5k | Salaries | 150 | Interviews | 40 | Jobs | 110 | Benefits | 23 | Photos
Cybage,"Cybage | Follow | 3.7 | (2.4k) | IT Services & Consulting | Pune +15 other locations | Highly Rated For | Company Culture, Work Life Balance | Critically Rated For | Promotions, Skill Development, Work Satisfaction | To view salary insights | Select designation | 2.4k | Reviews | 17k | Salaries | 216 | Interviews | 24 | Jobs | 278 | Benefits | 4 | Photos"
BNP Paribas,"BNP Paribas | Follow | 3.7 | (2.4k) | Banking | Mumbai +30 other locations | Highly Rated For | Job Security, Work Life Balance | Critically Rated For | Promotions, Skill Development, Salary | To view salary insights | Select designation | 2.4k | Reviews | 19.8k | Salaries | 229 | Interviews | 26 | Jobs | 193 | Benefits | 8 | Photos"
Statestreet HCL Services,"Statestreet HCL Services | Follow | 3.4 | (2.4k) | BPO | Chennai +18 other locations | Critically Rated For | Promotions, Salary, Company Culture | To view salary insights | Select designation | 2.4k | Reviews | 12.3k | Salaries | 224 | Interviews | -- | Jobs | 203 | Benefits | -- | Photos"
Capgemini Engineering,"Capgemini Engineering | Follow | 3.3 | (2.4k) | IT Services & Consulting | Bengaluru +37 other locations | Critically Rated For | Promotions, Salary, Work Satisfaction | To view salary insights | Select designation | 2.4k | Reviews | 12.8k | Salaries | 416 | Interviews | -- | Jobs | 146 | Benefits | 4 | Photos"
Torrent Power,"Torrent Power | Follow | 4.2 | (2.4k) | Power | Ahmedabad +67 other locations | Highly Rated For | Job Security, Work Life Balance, Company Culture | To view salary insights | Select designation | 2.4k | Reviews | 8.2k | Salaries | 315 | Interviews | 64 | Jobs | 317 | Benefits | 5 | Photos"
JK Tyre,JK Tyre | Follow | 3.9 | (2.4k) | Auto Components | Chennai +149 other locations | Critically Rated For | Promotions | To view salary insights | Select designation | 2.4k | Reviews | 7.1k | Salaries | 236 | Interviews | 13 | Jobs | 280 | Benefits | 6 | Photos
Kia India,Kia India | Follow | 3.9 | (2.4k) | Automobile | Anantapur +194 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 2.4k | Reviews | 8.5k | Salaries | 186 | Interviews | 97 | Jobs | 177 | Benefits | 15 | Photos
Axis Direct,"Axis Direct | Follow | 3.7 | (2.4k) | Financial Services | Mumbai +274 other locations | Critically Rated For | Promotions, Work Satisfaction, Skill Development | To view salary insights | Select designation | 2.4k | Reviews | 4.6k | Salaries | 90 | Interviews | 42 | Jobs | 208 | Benefits | -- | Photos"
GVK Emergency Management and Research Institute,"GVK Emergency Management and Research Institute | Follow | 3.5 | (2.4k) | Non-Profit | Lucknow +221 other locations | Critically Rated For | Promotions, Job Security, Company Culture | To view salary insights | Select designation | 2.4k | Reviews | 4.8k | Salaries | 124 | Interviews | 71 | Jobs | 185 | Benefits | 7 | Photos"
Bharat Petroleum,"Bharat Petroleum | Follow | 4.2 | (2.4k) | Oil & Gas | Mumbai +271 other locations | Highly Rated For | Work Life Balance, Skill Development, Company Culture | To view salary insights | Select designation | 2.4k | Reviews | 7.6k | Salaries | 192 | Interviews | 2 | Jobs | 195 | Benefits | 16 | Photos"
Sobha,"Sobha | Follow | 3.7 | (2.4k) | Real Estate | Bengaluru +39 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions, Work Life Balance, Salary | To view salary insights | Select designation | 2.4k | Reviews | 8.6k | Salaries | 174 | Interviews | 36 | Jobs | 244 | Benefits | 9 | Photos"
Xoriant,"Xoriant | Follow | 3.9 | (2.4k) | IT Services & Consulting | Pune +24 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Work Life Balance, Company Culture, Work Satisfaction | Critically Rated For | Promotions | To view salary insights | Select designation | 2.4k | Reviews | 11.8k | Salaries | 238 | Interviews | 49 | Jobs | 409 | Benefits | 48 | Photos"
Akums Drugs & Pharmaceuticals Limited,"Akums Drugs & Pharmaceuticals Limited | Follow | 4.2 | (2.4k) | Pharma | Haridwar +42 other locations | Highly Rated For | Job Security, Skill Development, Company Culture | To view salary insights | Select designation | 2.4k | Reviews | 6.3k | Salaries | 343 | Interviews | 27 | Jobs | 157 | Benefits | 22 | Photos"
Panasonic Life Solutions India,"Panasonic Life Solutions India | Follow | 4.0 | (2.4k) | Consumer Electronics & Appliances | Mumbai +178 other locations | Highly Rated For | Work Life Balance, Job Security, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 2.4k | Reviews | 7.4k | Salaries | 105 | Interviews | 21 | Jobs | 125 | Benefits | 7 | Photos"
AWL Agri Business,"AWL Agri Business | Follow | 4.1 | (2.4k) | FMCG | Ahmedabad +215 other locations | Highly Rated For | Job Security, Work Life Balance, Skill Development | To view salary insights | Select designation | 2.4k | Reviews | 7.2k | Salaries | 149 | Interviews | 15 | Jobs | 196 | Benefits | 8 | Photos"
Panasonic Life Solutions India,"Panasonic Life Solutions India | Follow | 3.9 | (2.4k) | Consumer Electronics & Appliances | Mumbai +178 other locations | Highly Rated For | Work Life Balance, Job Security, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 2.4k | Reviews | 7.4k | Salaries | 105 | Interviews | 19 | Jobs | 125 | Benefits | 7 | Photos"
KocharTech,"KocharTech | Follow | 3.6 | (2.4k) | IT Services & Consulting | Kolkata +28 other locations | Critically Rated For | Promotions, Salary, Company Culture | To view salary insights | Select designation | 2.4k | Reviews | 3.8k | Salaries | 86 | Interviews | 21 | Jobs | 560 | Benefits | 6 | Photos"
Eureka Forbes,"Eureka Forbes | Follow | 3.6 | (2.4k) | Consumer Electronics & Appliances | Mumbai +194 other locations | Critically Rated For | Promotions, Job Security, Company Culture | To view salary insights | Select designation | 2.4k | Reviews | 5.7k | Salaries | 97 | Interviews | 7 | Jobs | 231 | Benefits | 5 | Photos"
Myntra,Myntra | Follow | 3.8 | (2.4k) | Internet | Bengaluru +105 other locations | Highly Rated For | Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 2.4k | Reviews | 10.9k | Salaries | 414 | Interviews | 19 | Jobs | 311 | Benefits | 44 | Photos
Bharti AXA Life Insurance,"Bharti AXA Life Insurance | Follow | 3.6 | (2.4k) | Insurance | Mumbai +249 other locations | Critically Rated For | Job Security, Promotions, Work Satisfaction | To view salary insights | Select designation | 2.4k | Reviews | 5.3k | Salaries | 156 | Interviews | 822 | Jobs | 172 | Benefits | 10 | Photos"
Aditya Birla Group,"Aditya Birla Group | Follow | 4.1 | (2.4k) | Metals & Mining | Mumbai +277 other locations | Highly Rated For | Job Security, Work Life Balance, Skill Development | Critically Rated For | Promotions | To view salary insights | Select designation | 2.4k | Reviews | 9.8k | Salaries | 244 | Interviews | 2 | Jobs | 251 | Benefits | 15 | Photos"
Renault Nissan Technology & Business Centre India,"Renault Nissan Technology & Business Centre India | Follow | 3.5 | (2.4k) | Automobile | Chennai +22 other locations | Critically Rated For | Promotions, Salary, Work Satisfaction | To view salary insights | Select designation | 2.4k | Reviews | 15.4k | Salaries | 164 | Interviews | 23 | Jobs | 219 | Benefits | -- | Photos"
Lifestyle,"Lifestyle | Follow | 4.1 | (2.4k) | Retail | Bengaluru +133 other locations | Highly Rated For | Work Life Balance, Job Security, Company Culture | To view salary insights | Select designation | 2.4k | Reviews | 6.8k | Salaries | 92 | Interviews | 21 | Jobs | 273 | Benefits | 11 | Photos"
Radisson Hotels,"Radisson Hotels | Follow | 4.0 | (2.3k) | Hospitality | New Delhi +135 other locations | Highly Rated For | Job Security, Skill Development, Company Culture | To view salary insights | Select designation | 2.3k | Reviews | 5.3k | Salaries | 112 | Interviews | 388 | Jobs | 318 | Benefits | 12 | Photos"
Unacademy,"Unacademy | Follow | 3.0 | (2.3k) | EdTech | Bengaluru +75 other locations | Critically Rated For | Job Security, Promotions, Company Culture | To view salary insights | Select designation | 2.3k | Reviews | 10.4k | Salaries | 247 | Interviews | 16 | Jobs | 161 | Benefits | 42 | Photos"
Meesho,"Meesho | Follow | 3.7 | (2.3k) | Internet | Bengaluru +142 other locations | Highly Rated For | Salary | Critically Rated For | Job Security, Promotions | To view salary insights | Select designation | 2.3k | Reviews | 10.4k | Salaries | 469 | Interviews | 29 | Jobs | 313 | Benefits | 13 | Photos"
Infinite Computer Solutions,"Infinite Computer Solutions | Follow | 3.2 | (2.3k) | IT Services & Consulting | Bengaluru +37 other locations | Critically Rated For | Promotions, Job Security, Work Satisfaction | To view salary insights | Select designation | 2.3k | Reviews | 16.4k | Salaries | 189 | Interviews | 202 | Jobs | 116 | Benefits | 18 | Photos"
Coromandel International Limited,"Coromandel International Limited | Follow | 4.0 | (2.3k) | Agro Chemicals | Visakhapatnam +192 other locations | Highly Rated For | Job Security, Company Culture, Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 2.3k | Reviews | 7.9k | Salaries | 133 | Interviews | 39 | Jobs | 230 | Benefits | -- | Photos"
Cisco,"Cisco | Follow | 4.1 | (2.3k) | Hardware & Networking | Bengaluru +51 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Work Life Balance, Company Culture, Salary | Critically Rated For | Job Security, Promotions | To view salary insights | Select designation | 2.3k | Reviews | 19.7k | Salaries | 434 | Interviews | 493 | Jobs | 237 | Benefits | 19 | Photos"
Manipal Hospitals,"Manipal Hospitals | Follow | 4.0 | (2.3k) | Healthcare | Bengaluru +69 other locations | Highly Rated For | Job Security, Skill Development, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 2.3k | Reviews | 7.6k | Salaries | 149 | Interviews | 47 | Jobs | 161 | Benefits | 7 | Photos"
Bank of Baroda,"Bank of Baroda | Follow | 3.6 | (2.3k) | Banking | Mumbai +321 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions, Company Culture, Work Satisfaction | To view salary insights | Select designation | 2.3k | Reviews | 7.1k | Salaries | 131 | Interviews | -- | Jobs | 156 | Benefits | 15 | Photos"
ValueLabs,"ValueLabs | Follow | 3.4 | (2.3k) | IT Services & Consulting | Hyderabad +21 other locations | Critically Rated For | Promotions, Work Satisfaction, Job Security | To view salary insights | Select designation | 2.3k | Reviews | 16.6k | Salaries | 224 | Interviews | 97 | Jobs | 277 | Benefits | 12 | Photos"
Sify Technologies,"Sify Technologies | Follow | 3.6 | (2.3k) | IT Services & Consulting | Chennai +143 other locations | Critically Rated For | Promotions, Salary, Company Culture | To view salary insights | Select designation | 2.3k | Reviews | 10.3k | Salaries | 154 | Interviews | 37 | Jobs | 164 | Benefits | 4 | Photos"
Whirlpool,"Whirlpool | Follow | 4.0 | (2.3k) | Consumer Electronics & Appliances | Pune +183 other locations | Highly Rated For | Work Life Balance, Company Culture, Work Satisfaction | Critically Rated For | Promotions | To view salary insights | Select designation | 2.3k | Reviews | 8.1k | Salaries | 125 | Interviews | 17 | Jobs | 203 | Benefits | 9 | Photos"
Indian Railways,"Indian Railways | Follow | 4.2 | (2.3k) | Railways | Kolkata +263 other locations | Highly Rated For | Job Security, Company Culture, Work Life Balance | To view salary insights | Select designation | 2.3k | Reviews | 3.6k | Salaries | 118 | Interviews | 22 | Jobs | 167 | Benefits | 19 | Photos"
Spark Minda,"Spark Minda | Follow | 3.7 | (2.3k) | Auto Components | Pune +76 other locations | Critically Rated For | Promotions, Company Culture, Work Satisfaction | To view salary insights | Select designation | 2.3k | Reviews | 7.6k | Salaries | 171 | Interviews | 22 | Jobs | 53 | Benefits | 19 | Photos"
Saint-Gobain,"Saint-Gobain | Follow | 3.8 | (2.3k) | Building Material | Mumbai +108 other locations | Highly Rated For | Job Security, Company Culture, Work Life Balance | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 2.3k | Reviews | 12.3k | Salaries | 226 | Interviews | 137 | Jobs | 267 | Benefits | 9 | Photos"
Nuvoco Vistas,"Nuvoco Vistas | Follow | 4.1 | (2.3k) | Building Material | Kolkata +209 other locations | Highly Rated For | Job Security, Skill Development, Salary | To view salary insights | Select designation | 2.3k | Reviews | 7.5k | Salaries | 143 | Interviews | 29 | Jobs | 152 | Benefits | 6 | Photos"
Allstate,Allstate | Follow | 3.7 | (2.3k) | Insurance | Pune +18 other locations | Highly Rated For | Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 2.3k | Reviews | 12.2k | Salaries | 159 | Interviews | 15 | Jobs | 194 | Benefits | 6 | Photos
Shahi Exports,"Shahi Exports | Follow | 4.0 | (2.3k) | Fashion & Textile | Bengaluru +73 other locations | Highly Rated For | Job Security, Company Culture, Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 2.3k | Reviews | 6.9k | Salaries | 131 | Interviews | 66 | Jobs | 233 | Benefits | 26 | Photos"
